No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
4712,2013,9,13,7,41.0,47.0,1.0,31.0,800.0,1.0,18.6,998.9,17.6,0.0,E,1.2,Changping,2013-09-13 07:00:00
4713,2013,9,13,8,57.0,61.0,1.0,24.0,800.0,18.0,19.3,998.4,17.4,0.0,ENE,0.0,Changping,2013-09-13 08:00:00
4714,2013,9,13,9,45.0,51.0,5.0,33.0,700.0,18.0,19.5,998.4,17.5,0.0,ESE,0.7,Changping,2013-09-13 09:00:00
4715,2013,9,13,10,68.0,51.0,6.0,34.0,700.0,22.0,19.7,997.9,17.7,0.0,ESE,0.2,Changping,2013-09-13 10:00:00
4716,2013,9,13,11,51.0,67.0,6.0,26.0,600.0,27.0,19.9,997.2,17.7,0.0,ENE,0.7,Changping,2013-09-13 11:00:00
4717,2013,9,13,12,57.0,80.0,5.0,26.0,700.0,25.0,20.5,996.7,18.1,0.0,SE,0.9,Changping,2013-09-13 12:00:00
4718,2013,9,13,13,92.0,100.0,5.0,29.0,700.0,28.0,20.6,996.0,18.4,0.0,SSE,1.3,Changping,2013-09-13 13:00:00
4719,2013,9,13,14,79.0,100.0,5.0,39.0,800.0,24.0,20.2,995.9,18.3,0.0,SE,1.2,Changping,2013-09-13 14:00:00
4720,2013,9,13,15,108.0,117.0,4.0,42.0,800.0,12.0,20.0,995.8,18.7,0.0,ESE,1.2,Changping,2013-09-13 15:00:00
4721,2013,9,13,16,117.0,135.0,4.0,45.0,800.0,9.0,20.2,995.7,18.7,0.0,ESE,0.8,Changping,2013-09-13 16:00:00
4722,2013,9,13,17,102.0,119.0,3.0,47.0,900.0,4.0,19.7,995.7,19.2,0.1,ESE,0.0,Changping,2013-09-13 17:00:00
4723,2013,9,13,18,124.0,126.0,3.0,52.0,1200.0,1.0,19.6,996.0,19.3,0.5,NNW,1.4,Changping,2013-09-13 18:00:00
4724,2013,9,13,19,99.0,108.0,3.0,49.0,1300.0,1.0,19.9,997.7,19.4,0.5,WSW,1.4,Changping,2013-09-13 19:00:00
4725,2013,9,13,20,70.0,108.0,3.0,37.0,1100.0,9.0,19.6,998.6,19.3,1.1,SW,1.1,Changping,2013-09-13 20:00:00
4726,2013,9,13,21,58.0,37.0,4.0,49.0,1200.0,1.0,19.6,997.0,19.1,0.0,E,0.7,Changping,2013-09-13 21:00:00
4727,2013,9,13,22,59.0,15.0,4.0,50.0,1200.0,1.0,19.6,997.2,19.3,0.0,ESE,0.2,Changping,2013-09-13 22:00:00
4728,2013,9,13,23,31.0,38.0,4.0,50.0,1300.0,1.0,19.4,997.5,19.2,0.0,NE,0.6,Changping,2013-09-13 23:00:00
4729,2013,9,14,0,55.0,38.0,4.0,45.0,1400.0,1.0,19.6,996.6,18.9,0.1,NE,1.5,Changping,2013-09-14 00:00:00
4730,2013,9,14,1,47.0,23.0,3.0,45.0,1200.0,1.0,19.5,997.4,19.2,0.0,NNE,0.0,Changping,2013-09-14 01:00:00
4731,2013,9,14,2,29.0,40.0,3.0,44.0,1200.0,1.0,19.2,997.3,18.9,0.0,NNE,0.8,Changping,2013-09-14 02:00:00
4732,2013,9,14,3,59.0,61.0,1.0,43.0,1150.0,1.0,18.6,997.5,18.1,0.0,N,1.5,Changping,2013-09-14 03:00:00
4733,2013,9,14,4,49.0,12.0,1.0,40.5,1100.0,1.0,18.4,997.7,17.9,0.0,ENE,1.3,Changping,2013-09-14 04:00:00
4734,2013,9,14,5,41.0,14.0,1.0,38.0,1000.0,1.0,18.3,998.5,18.0,0.0,NE,0.2,Changping,2013-09-14 05:00:00
4735,2013,9,14,6,22.0,26.0,1.0,34.0,1000.0,1.0,18.1,999.6,17.8,0.0,N,0.0,Changping,2013-09-14 06:00:00
4736,2013,9,14,7,43.0,59.0,1.0,31.0,1200.0,1.0,19.3,1000.3,19.0,0.0,SW,0.4,Changping,2013-09-14 07:00:00
4737,2013,9,14,8,53.0,99.0,1.0,42.0,1300.0,1.0,21.3,1000.4,19.2,0.0,NNW,1.2,Changping,2013-09-14 08:00:00
4738,2013,9,14,9,76.0,87.0,1.0,47.0,1300.0,5.0,24.2,1000.3,18.6,0.0,N,0.6,Changping,2013-09-14 09:00:00
4739,2013,9,14,10,82.0,87.0,3.0,45.0,1200.0,14.0,28.4,1000.0,13.1,0.0,NNW,2.1,Changping,2013-09-14 10:00:00
4740,2013,9,14,11,35.0,35.0,15.0,33.0,700.0,33.0,29.7,999.6,9.8,0.0,NW,3.8,Changping,2013-09-14 11:00:00
4741,2013,9,14,12,26.0,26.0,9.0,17.0,300.0,65.0,30.3,999.5,9.2,0.0,NW,2.2,Changping,2013-09-14 12:00:00
4742,2013,9,14,13,20.0,20.0,7.0,20.0,300.0,72.0,30.8,999.2,6.6,0.0,WNW,3.7,Changping,2013-09-14 13:00:00
4743,2013,9,14,14,20.0,20.0,11.0,28.0,300.0,73.0,31.0,998.9,5.4,0.0,WNW,4.5,Changping,2013-09-14 14:00:00
4744,2013,9,14,15,6.0,14.0,8.0,38.0,300.0,71.0,31.3,999.0,2.5,0.0,NE,2.1,Changping,2013-09-14 15:00:00
4745,2013,9,14,16,11.0,14.0,4.0,26.0,200.0,80.0,30.5,999.3,5.0,0.0,N,1.7,Changping,2013-09-14 16:00:00
4746,2013,9,14,17,3.0,6.0,1.0,17.0,100.0,78.0,27.9,999.9,6.0,0.0,NE,0.8,Changping,2013-09-14 17:00:00
4747,2013,9,14,18,3.0,17.0,1.0,26.0,200.0,64.0,25.2,1000.8,4.9,0.0,NE,1.1,Changping,2013-09-14 18:00:00
4748,2013,9,14,19,5.0,34.0,1.0,32.0,200.0,48.0,23.3,1001.9,4.7,0.0,NNE,1.4,Changping,2013-09-14 19:00:00
4749,2013,9,14,20,12.0,22.0,1.0,37.0,200.0,34.0,21.3,1002.9,4.4,0.0,NE,0.9,Changping,2013-09-14 20:00:00
4750,2013,9,14,21,7.0,12.0,1.0,27.0,200.0,42.0,19.7,1003.4,6.4,0.0,NNW,1.6,Changping,2013-09-14 21:00:00
4751,2013,9,14,22,10.0,19.0,1.0,48.0,300.0,21.0,18.4,1003.6,6.6,0.0,N,1.8,Changping,2013-09-14 22:00:00
4752,2013,9,14,23,23.0,38.0,1.0,66.0,400.0,4.0,17.8,1003.8,6.9,0.0,N,0.0,Changping,2013-09-14 23:00:00
4753,2013,9,15,0,3.0,6.0,1.0,24.0,200.0,38.0,16.8,1003.8,7.4,0.0,N,1.2,Changping,2013-09-15 00:00:00
4754,2013,9,15,1,8.0,28.0,1.0,44.0,200.0,20.0,16.2,1003.9,6.3,0.0,NW,0.6,Changping,2013-09-15 01:00:00
4755,2013,9,15,2,8.0,28.0,1.0,32.0,200.0,30.0,16.2,1004.3,5.5,0.0,NNW,0.9,Changping,2013-09-15 02:00:00
4756,2013,9,15,3,5.0,7.0,1.0,27.0,100.0,36.0,16.0,1005.1,5.9,0.0,ENE,1.2,Changping,2013-09-15 03:00:00
4757,2013,9,15,4,6.0,16.0,1.0,38.0,200.0,22.0,16.6,1005.5,5.8,0.0,SE,0.9,Changping,2013-09-15 04:00:00
4758,2013,9,15,5,3.0,13.0,1.0,23.0,200.0,35.0,15.6,1006.0,4.9,0.0,E,1.4,Changping,2013-09-15 05:00:00
4759,2013,9,15,6,3.0,6.0,1.0,23.0,200.0,36.0,16.8,1006.7,6.0,0.0,ENE,0.1,Changping,2013-09-15 06:00:00
4760,2013,9,15,7,12.0,52.0,1.0,28.0,200.0,23.0,18.2,1007.1,7.3,0.0,N,0.0,Changping,2013-09-15 07:00:00
4761,2013,9,15,8,4.0,44.0,1.0,37.0,400.0,14.0,20.1,1007.8,8.7,0.0,SSW,0.9,Changping,2013-09-15 08:00:00
4762,2013,9,15,9,31.0,72.0,4.0,57.0,500.0,5.0,21.8,1007.6,9.7,0.0,SE,1.2,Changping,2013-09-15 09:00:00
4763,2013,9,15,10,31.0,72.0,4.0,57.0,400.0,8.1396,23.4,1007.1,4.8,0.0,SE,1.6,Changping,2013-09-15 10:00:00
4764,2013,9,15,11,25.0,7.0,2.0,41.0,300.0,36.0,24.3,1006.1,3.6,0.0,ESE,2.1,Changping,2013-09-15 11:00:00
4765,2013,9,15,12,9.0,19.0,8.0,23.0,300.0,59.0,24.9,1005.2,5.1,0.0,ESE,1.4,Changping,2013-09-15 12:00:00
4766,2013,9,15,13,11.0,31.0,12.0,21.0,400.0,76.0,25.7,1004.4,6.8,0.0,SSW,1.6,Changping,2013-09-15 13:00:00
4767,2013,9,15,14,21.0,54.0,12.0,26.0,400.0,82.0,26.0,1003.6,6.6,0.0,SE,1.9,Changping,2013-09-15 14:00:00
4768,2013,9,15,15,33.0,71.0,14.0,37.0,600.0,89.0,25.2,1003.3,6.9,0.0,ESE,2.9,Changping,2013-09-15 15:00:00
4769,2013,9,15,16,31.0,83.0,17.0,40.0,700.0,102.0,24.8,1003.3,7.9,0.0,SE,1.6,Changping,2013-09-15 16:00:00
4770,2013,9,15,17,32.0,91.0,16.0,43.0,700.0,105.0,23.9,1003.3,9.5,0.0,SE,1.8,Changping,2013-09-15 17:00:00
4771,2013,9,15,18,35.0,100.0,13.0,51.0,800.0,82.0,22.8,1003.4,10.9,0.0,E,0.6,Changping,2013-09-15 18:00:00
4772,2013,9,15,19,36.0,103.0,11.0,63.0,900.0,57.0,20.5,1004.3,11.4,0.0,E,0.1,Changping,2013-09-15 19:00:00
4773,2013,9,15,20,48.0,123.0,9.0,74.0,1200.0,33.0,19.2,1004.3,12.0,0.0,NNW,1.2,Changping,2013-09-15 20:00:00
4774,2013,9,15,21,47.0,123.0,9.0,74.0,1200.0,33.0,19.0,1004.3,11.8,0.0,NNE,0.6,Changping,2013-09-15 21:00:00
4775,2013,9,15,22,37.0,68.0,5.0,49.0,1000.0,35.0,18.1,1004.3,11.9,0.0,NE,0.5,Changping,2013-09-15 22:00:00
4776,2013,9,15,23,36.0,68.0,4.0,57.0,900.0,20.0,17.8,1004.0,12.0,0.0,NE,0.8,Changping,2013-09-15 23:00:00
4777,2013,9,16,0,38.0,68.0,4.0,61.0,900.0,10.0,17.4,1004.2,12.5,0.0,NNE,0.0,Changping,2013-09-16 00:00:00
4778,2013,9,16,1,34.0,63.0,3.0,51.0,800.0,14.0,16.9,1004.1,12.6,0.0,N,0.0,Changping,2013-09-16 01:00:00
4779,2013,9,16,2,32.0,61.0,2.0,41.0,800.0,17.0,16.8,1004.0,12.9,0.0,W,0.6,Changping,2013-09-16 02:00:00
4780,2013,9,16,3,39.0,95.0,3.0,62.0,900.0,1.0,15.8,1004.1,12.9,0.0,NNW,0.6,Changping,2013-09-16 03:00:00
4781,2013,9,16,4,37.0,63.0,2.0,45.0,800.0,7.0,15.5,1004.1,13.2,0.0,NNW,0.8,Changping,2013-09-16 04:00:00
4782,2013,9,16,5,40.0,88.0,2.0,57.0,900.0,1.0,15.1,1004.4,13.3,0.0,NNW,0.9,Changping,2013-09-16 05:00:00
4783,2013,9,16,6,40.0,88.0,2.0,57.0,900.0,1.0,15.9,1004.8,13.9,0.0,NNW,1.1,Changping,2013-09-16 06:00:00
4784,2013,9,16,7,40.0,91.0,3.0,51.0,1000.0,1.0,17.3,1004.7,14.6,0.0,NNW,0.9,Changping,2013-09-16 07:00:00
4785,2013,9,16,8,40.0,90.0,3.0,42.0,900.0,1.0,20.0,1004.2,14.1,0.0,NNW,0.0,Changping,2013-09-16 08:00:00
4786,2013,9,16,9,44.0,76.0,8.0,48.0,900.0,12.0,22.0,1003.9,14.1,0.0,ESE,1.4,Changping,2013-09-16 09:00:00
4787,2013,9,16,10,45.0,86.0,16.0,45.0,800.0,31.0,23.0,1003.6,14.6,0.0,SSW,2.2,Changping,2013-09-16 10:00:00
4788,2013,9,16,11,45.0,86.0,16.0,31.0,600.0,44.0,23.7,1002.7,14.9,0.0,SSW,2.8,Changping,2013-09-16 11:00:00
4789,2013,9,16,12,24.0,153.0,16.0,31.0,600.0,44.0,24.2,1002.1,14.6,0.0,SSE,1.2,Changping,2013-09-16 12:00:00
4790,2013,9,16,13,24.0,115.0,13.0,32.38095238095238,700.0,53.0,25.4,1001.2,14.8,0.0,ESE,0.6,Changping,2013-09-16 13:00:00
4791,2013,9,16,14,57.0,125.0,14.0,33.76190476190476,900.0,86.0,25.7,1000.5,14.8,0.0,E,1.2,Changping,2013-09-16 14:00:00
4792,2013,9,16,15,67.0,136.0,14.0,35.14285714285714,900.0,103.0,25.7,1000.1,14.5,0.0,ENE,2.1,Changping,2013-09-16 15:00:00
4793,2013,9,16,16,61.0,128.0,15.0,36.523809523809526,1000.0,128.0,24.8,1000.2,13.7,0.0,SSE,2.3,Changping,2013-09-16 16:00:00
4794,2013,9,16,17,52.0,112.0,14.0,37.904761904761905,1000.0,125.0,23.9,1000.3,14.0,0.0,SSE,1.6,Changping,2013-09-16 17:00:00
4795,2013,9,16,18,32.0,90.0,9.0,39.285714285714285,600.0,88.0,23.1,1000.8,15.2,0.0,S,1.4,Changping,2013-09-16 18:00:00
4796,2013,9,16,19,40.0,114.0,8.0,40.666666666666664,700.0,65.0,21.7,1001.7,15.5,0.0,NNE,0.9,Changping,2013-09-16 19:00:00
4797,2013,9,16,20,52.0,127.0,7.0,42.04761904761905,900.0,38.0,21.2,1002.5,15.3,0.0,NNW,0.5,Changping,2013-09-16 20:00:00
4798,2013,9,16,21,52.0,127.0,7.0,43.42857142857143,900.0,38.0,20.8,1002.9,15.3,0.0,N,0.1,Changping,2013-09-16 21:00:00
4799,2013,9,16,22,53.0,103.0,4.0,44.80952380952381,1300.0,28.0,20.1,1003.1,15.5,0.0,NW,1.1,Changping,2013-09-16 22:00:00
4800,2013,9,16,23,49.0,94.0,4.0,46.19047619047619,1200.0,27.0,20.4,1003.4,15.4,0.0,NW,0.7,Changping,2013-09-16 23:00:00
4801,2013,9,17,0,48.0,96.0,3.0,47.57142857142857,1200.0,33.0,19.6,1003.4,15.7,0.0,N,0.0,Changping,2013-09-17 00:00:00
4802,2013,9,17,1,46.0,87.0,2.0,48.95238095238095,1200.0,32.0,19.6,1003.5,16.6,0.0,NNW,0.9,Changping,2013-09-17 01:00:00
4803,2013,9,17,2,49.0,86.0,2.0,50.33333333333333,1200.0,25.0,19.2,1003.4,16.4,0.0,NNE,0.9,Changping,2013-09-17 02:00:00
4804,2013,9,17,3,53.0,76.0,1.0,51.714285714285715,1200.0,14.0,18.8,1003.9,16.8,0.0,N,0.6,Changping,2013-09-17 03:00:00
4805,2013,9,17,4,56.0,77.0,1.0,53.095238095238095,1200.0,16.0,18.9,1004.3,16.7,0.0,NNW,0.7,Changping,2013-09-17 04:00:00
4806,2013,9,17,5,61.0,80.0,1.0,54.476190476190474,1200.0,5.0,18.9,1004.7,16.7,0.0,N,1.4,Changping,2013-09-17 05:00:00
4807,2013,9,17,6,67.0,90.0,2.0,55.85714285714286,1400.0,4.0,19.2,1005.2,16.8,0.0,NNW,0.4,Changping,2013-09-17 06:00:00
4808,2013,9,17,7,66.0,93.0,2.0,57.23809523809524,1300.0,4.0,19.3,1005.8,17.1,0.0,N,0.9,Changping,2013-09-17 07:00:00
4809,2013,9,17,8,76.0,103.0,3.0,58.61904761904762,1500.0,6.0,20.5,1006.2,16.9,0.0,SSW,0.6,Changping,2013-09-17 08:00:00
4810,2013,9,17,9,75.0,105.0,4.0,60.0,1600.0,3.0,21.1,1006.3,17.1,0.0,SSE,0.7,Changping,2013-09-17 09:00:00
4811,2013,9,17,10,92.0,136.0,7.0,65.0,1600.0,4.0,22.1,1006.7,17.5,0.0,SW,0.0,Changping,2013-09-17 10:00:00
4812,2013,9,17,11,90.0,127.0,8.0,73.0,1500.0,6.0,22.1,1006.4,18.1,0.0,ESE,1.1,Changping,2013-09-17 11:00:00
4813,2013,9,17,12,101.0,148.0,7.0,83.0,1600.0,4.0,21.9,1006.3,18.5,0.0,SW,0.6,Changping,2013-09-17 12:00:00
4814,2013,9,17,13,108.0,162.0,4.0,86.0,1800.0,3.0,22.4,1006.0,18.8,0.0,SW,0.0,Changping,2013-09-17 13:00:00
4815,2013,9,17,14,122.0,160.0,6.0,99.0,1900.0,6.0,22.9,1006.0,18.4,0.0,SSW,0.7,Changping,2013-09-17 14:00:00
4816,2013,9,17,15,129.0,181.0,9.0,111.0,1900.0,5.0,22.4,1006.5,19.0,0.0,SSW,1.4,Changping,2013-09-17 15:00:00
4817,2013,9,17,16,123.0,153.0,9.0,104.0,1800.0,8.0,22.8,1006.6,17.9,0.0,SW,0.6,Changping,2013-09-17 16:00:00
4818,2013,9,17,17,112.0,118.0,10.0,96.0,1800.0,18.0,22.1,1006.8,17.9,0.0,SSW,1.4,Changping,2013-09-17 17:00:00
4819,2013,9,17,18,112.0,124.0,10.0,105.0,1900.0,14.0,21.0,1007.6,18.2,0.0,SSW,0.0,Changping,2013-09-17 18:00:00
4820,2013,9,17,19,118.0,132.0,18.0,121.0,2200.0,6.0,20.1,1008.6,18.0,0.0,N,0.6,Changping,2013-09-17 19:00:00
4821,2013,9,17,20,126.0,146.0,10.0,117.0,2300.0,5.0,20.1,1009.1,18.4,0.0,N,0.1,Changping,2013-09-17 20:00:00
4822,2013,9,17,21,125.0,145.0,10.0,117.0,2300.0,5.0,19.5,1009.4,18.2,0.0,N,0.0,Changping,2013-09-17 21:00:00
4823,2013,9,17,22,101.0,112.0,2.0,78.0,1800.0,3.0,19.7,1009.6,18.2,0.0,WSW,0.6,Changping,2013-09-17 22:00:00
4824,2013,9,17,23,93.0,101.0,1.0,72.0,1800.0,4.0,20.1,1009.7,18.4,0.0,N,0.1,Changping,2013-09-17 23:00:00
4825,2013,9,18,0,112.0,114.0,3.0,69.0,2000.0,5.0,19.9,1009.9,18.6,0.0,N,0.0,Changping,2013-09-18 00:00:00
4826,2013,9,18,1,98.0,111.0,1.0,69.0,1900.0,6.0,19.8,1010.2,18.6,0.0,NNW,0.6,Changping,2013-09-18 01:00:00
4827,2013,9,18,2,97.0,107.0,1.0,67.0,1900.0,6.0,19.8,1010.5,18.6,0.1,N,0.6,Changping,2013-09-18 02:00:00
4828,2013,9,18,3,137.0,151.0,4.0,69.0,2100.0,7.0,19.6,1010.7,18.9,1.0,N,0.1,Changping,2013-09-18 03:00:00
4829,2013,9,18,4,118.0,151.0,3.0,61.0,2000.0,5.0,19.5,1011.0,19.0,3.3,NNW,0.5,Changping,2013-09-18 04:00:00
4830,2013,9,18,5,118.0,74.0,3.0,61.0,2000.0,5.0,19.4,1011.0,19.1,5.3,ENE,0.4,Changping,2013-09-18 05:00:00
4831,2013,9,18,6,118.0,63.0,3.0,61.0,2000.0,5.0,19.8,1011.4,19.5,1.2,SSE,0.5,Changping,2013-09-18 06:00:00
4832,2013,9,18,7,118.0,60.0,3.0,61.0,2000.0,5.0,20.1,1011.9,19.8,1.7,SSW,0.9,Changping,2013-09-18 07:00:00
4833,2013,9,18,8,118.0,65.0,3.0,61.0,2000.0,5.0,20.3,1012.3,19.8,0.3,SSE,0.4,Changping,2013-09-18 08:00:00
4834,2013,9,18,9,118.0,68.0,3.0,61.0,2000.0,5.0,20.7,1012.4,19.7,0.0,SE,0.1,Changping,2013-09-18 09:00:00
4835,2013,9,18,10,84.0,59.0,4.0,53.0,1800.0,22.0,21.2,1011.9,19.8,0.0,N,0.0,Changping,2013-09-18 10:00:00
4836,2013,9,18,11,90.0,63.0,3.0,57.0,2000.0,10.0,21.4,1011.7,19.9,0.0,ESE,1.7,Changping,2013-09-18 11:00:00
4837,2013,9,18,12,102.0,76.0,6.0,53.0,2300.0,17.0,22.2,1011.0,20.1,0.0,ESE,2.1,Changping,2013-09-18 12:00:00
4838,2013,9,18,13,97.0,100.0,12.0,58.0,2700.0,25.0,23.1,1010.0,20.1,0.0,SSE,1.4,Changping,2013-09-18 13:00:00
4839,2013,9,18,14,118.0,119.0,23.0,57.0,3100.0,40.0,23.4,1009.6,20.0,0.0,ESE,1.8,Changping,2013-09-18 14:00:00
4840,2013,9,18,15,146.0,119.0,20.0,58.0,3000.0,47.0,23.3,1008.8,19.9,0.0,ESE,1.3,Changping,2013-09-18 15:00:00
4841,2013,9,18,16,143.0,124.0,18.0,50.0,2700.0,61.0,23.3,1008.3,19.5,0.0,ESE,1.2,Changping,2013-09-18 16:00:00
4842,2013,9,18,17,140.0,122.0,16.0,51.0,2600.0,66.0,23.2,1008.0,19.4,0.0,ESE,1.3,Changping,2013-09-18 17:00:00
4843,2013,9,18,18,118.0,120.0,12.0,51.0,2300.0,66.0,23.3,1007.7,19.0,0.0,ESE,3.2,Changping,2013-09-18 18:00:00
4844,2013,9,18,19,118.0,120.0,12.0,51.0,2300.0,66.0,23.2,1008.2,18.7,0.0,ESE,2.4,Changping,2013-09-18 19:00:00
4845,2013,9,18,20,116.0,119.0,16.0,36.0,1900.0,100.0,22.9,1008.4,18.9,0.0,ESE,1.2,Changping,2013-09-18 20:00:00
4846,2013,9,18,21,113.0,114.0,16.0,35.0,1700.0,96.0,22.4,1008.4,18.6,0.0,ESE,2.4,Changping,2013-09-18 21:00:00
4847,2013,9,18,22,118.0,118.0,16.0,49.0,1700.0,72.0,21.7,1007.8,18.5,0.0,ESE,1.7,Changping,2013-09-18 22:00:00
4848,2013,9,18,23,105.0,117.0,14.0,51.0,1700.0,60.0,21.2,1007.3,18.4,0.0,ESE,2.1,Changping,2013-09-18 23:00:00
4849,2013,9,19,0,103.0,111.0,13.0,49.0,1800.0,50.0,20.7,1006.9,18.3,0.0,ESE,1.0,Changping,2013-09-19 00:00:00
4850,2013,9,19,1,101.0,104.0,16.0,39.0,2100.0,46.0,20.7,1006.3,18.3,0.0,SE,1.1,Changping,2013-09-19 01:00:00
4851,2013,9,19,2,110.0,105.0,16.0,37.0,2200.0,42.0,20.5,1005.8,18.3,0.0,E,0.4,Changping,2013-09-19 02:00:00
4852,2013,9,19,3,110.0,94.0,19.0,37.0,2200.0,42.0,20.4,1005.3,18.2,0.0,SE,0.8,Changping,2013-09-19 03:00:00
4853,2013,9,19,4,117.0,92.0,16.0,37.0,2200.0,42.0,20.1,1005.3,18.6,0.0,SE,0.0,Changping,2013-09-19 04:00:00
4854,2013,9,19,5,110.0,94.0,16.0,37.0,2200.0,42.0,19.9,1005.2,18.7,0.3,N,0.4,Changping,2013-09-19 05:00:00
4855,2013,9,19,6,110.0,99.0,11.0,37.0,2200.0,42.0,19.5,1005.0,19.0,1.0,NNW,1.0,Changping,2013-09-19 06:00:00
4856,2013,9,19,7,110.0,99.0,6.0,37.0,2200.0,42.0,19.5,1005.2,18.7,1.0,NNW,0.1,Changping,2013-09-19 07:00:00
4857,2013,9,19,8,94.0,61.0,4.0,43.0,1950.0,7.2828,19.6,1005.2,18.8,0.2,N,0.0,Changping,2013-09-19 08:00:00
4858,2013,9,19,9,75.0,45.0,3.0,36.0,1700.0,14.0,20.2,1005.4,19.5,0.8,SSW,0.5,Changping,2013-09-19 09:00:00
4859,2013,9,19,10,79.0,57.0,2.0,43.0,1800.0,10.0,21.7,1004.8,19.4,0.0,N,0.1,Changping,2013-09-19 10:00:00
4860,2013,9,19,11,81.0,83.0,9.0,54.0,2000.0,16.0,23.3,1004.1,19.2,0.0,SSW,1.1,Changping,2013-09-19 11:00:00
4861,2013,9,19,12,124.0,83.0,12.0,56.0,1899.0,34.0,24.7,1003.3,20.0,0.0,SW,1.2,Changping,2013-09-19 12:00:00
4862,2013,9,19,13,111.0,62.0,12.0,44.0,1600.0,74.0,25.5,1002.7,19.9,0.0,S,1.2,Changping,2013-09-19 13:00:00
4863,2013,9,19,14,100.0,68.0,12.0,34.0,1399.0,110.0,26.1,1002.0,20.2,0.0,ESE,1.4,Changping,2013-09-19 14:00:00
4864,2013,9,19,15,124.0,91.0,12.0,37.0,1600.0,132.0,26.0,1001.6,19.9,0.0,E,0.9,Changping,2013-09-19 15:00:00
4865,2013,9,19,16,123.0,95.0,11.0,45.0,1600.0,134.0,25.4,1001.9,19.5,0.0,SE,1.1,Changping,2013-09-19 16:00:00
4866,2013,9,19,17,123.0,86.0,11.0,45.0,1600.0,134.0,24.5,1002.2,19.8,0.0,ESE,1.2,Changping,2013-09-19 17:00:00
4867,2013,9,19,18,123.0,103.0,11.0,45.0,1600.0,134.0,23.6,1003.1,20.1,0.0,ESE,0.0,Changping,2013-09-19 18:00:00
4868,2013,9,19,19,106.0,112.0,6.0,48.0,1399.0,109.0,22.2,1004.0,19.9,0.0,NE,0.5,Changping,2013-09-19 19:00:00
4869,2013,9,19,20,106.0,112.0,6.0,48.0,1399.0,109.0,21.3,1004.6,19.6,0.0,NNE,0.4,Changping,2013-09-19 20:00:00
4870,2013,9,19,21,116.0,91.0,1.0,36.0,1500.0,57.0,20.3,1004.8,19.1,0.0,N,0.2,Changping,2013-09-19 21:00:00
4871,2013,9,19,22,120.0,83.0,1.0,32.0,1500.0,53.0,19.8,1005.4,18.5,0.0,NNW,0.7,Changping,2013-09-19 22:00:00
4872,2013,9,19,23,105.0,78.0,1.0,27.0,1399.0,55.0,19.9,1005.4,17.7,0.0,N,0.0,Changping,2013-09-19 23:00:00
4873,2013,9,20,0,92.0,69.0,1.0,20.0,1300.0,60.0,18.5,1006.3,17.0,0.0,SE,0.6,Changping,2013-09-20 00:00:00
4874,2013,9,20,1,89.0,59.0,1.0,21.0,1100.0,54.0,17.7,1006.4,16.0,0.0,SE,0.4,Changping,2013-09-20 01:00:00
4875,2013,9,20,2,82.0,61.0,1.0,48.0,1100.0,24.0,17.4,1006.4,13.9,0.0,NW,0.6,Changping,2013-09-20 02:00:00
4876,2013,9,20,3,49.0,19.0,1.0,23.0,700.0,41.0,18.9,1006.0,11.5,0.0,NNE,1.3,Changping,2013-09-20 03:00:00
4877,2013,9,20,4,24.0,13.0,1.0,41.0,500.0,26.0,18.5,1006.8,11.8,0.0,NNE,1.2,Changping,2013-09-20 04:00:00
4878,2013,9,20,5,10.0,4.0,3.0,24.0,300.0,57.0,18.4,1007.6,11.7,0.0,NW,0.9,Changping,2013-09-20 05:00:00
4879,2013,9,20,6,14.0,18.0,10.0,34.0,400.0,46.0,19.1,1008.3,10.4,0.0,NNE,0.6,Changping,2013-09-20 06:00:00
4880,2013,9,20,7,16.0,26.0,6.0,42.0,400.0,35.0,22.1,1008.3,10.6,0.0,ENE,0.6,Changping,2013-09-20 07:00:00
4881,2013,9,20,8,12.0,22.0,4.0,35.0,300.0,39.0,24.5,1008.3,10.4,0.0,N,1.2,Changping,2013-09-20 08:00:00
4882,2013,9,20,9,3.0,8.0,1.0,33.0,300.0,62.0,25.9,1008.2,10.1,0.0,NW,0.9,Changping,2013-09-20 09:00:00
4883,2013,9,20,10,5.0,6.0,1.0,27.0,200.0,80.0,26.7,1007.4,9.5,0.0,NW,0.7,Changping,2013-09-20 10:00:00
4884,2013,9,20,11,3.0,6.0,1.0,27.0,200.0,89.0,27.4,1006.7,9.7,0.0,SW,1.5,Changping,2013-09-20 11:00:00
4885,2013,9,20,12,3.0,8.0,1.0,26.0,200.0,96.0,27.7,1006.0,10.0,0.0,SE,1.8,Changping,2013-09-20 12:00:00
4886,2013,9,20,13,3.0,13.0,1.0,27.0,200.0,109.0,28.0,1005.5,9.8,0.0,S,2.5,Changping,2013-09-20 13:00:00
4887,2013,9,20,14,3.0,13.0,1.0,27.0,200.0,109.0,27.1,1005.3,9.0,0.0,S,1.0,Changping,2013-09-20 14:00:00
4888,2013,9,20,15,8.0,18.0,1.0,26.0,200.0,122.0,26.8,1004.9,9.2,0.0,SSE,1.9,Changping,2013-09-20 15:00:00
4889,2013,9,20,16,10.0,14.0,1.0,23.0,200.0,110.0,26.2,1005.0,8.7,0.0,S,0.8,Changping,2013-09-20 16:00:00
